"k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","tau","method","meanEst","meanD","meanD.sig","ME","MSE","coverage","consisZero","ME.D","MSE.D","ME.D.sig","MSE.D.sig","coverage.D","consisZero.D","n.simulations"
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.25,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.25,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.25,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",0.6,0.5,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.25,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","med","QRP = med",1,0.5,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.25,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0,0.5,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.25,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",0.6,0.5,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.25,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"fill",0,0,0,0,0,0,0,0,0,0,0,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"RE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"TF",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"PET",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"PET-PEESE",1,0,0,1,1,0,0,1,1,1,1,0,0,1008
60,"k = 100",0,"delta = 0","high","QRP = high",1,0.5,"pcurve",1,1,1,1,1,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.25,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"RE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"TF",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"PET",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"PET-PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0,0.5,"pcurve",1,1,1,0.8,0.64,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.25,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"RE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"TF",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"PET",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"PET-PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",0.6,0.5,"pcurve",1,1,1,0.8,0.64,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"RE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"TF",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"PET",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"PET-PEESE",1.023,0,0,0.823,0.677,0,0,1.023,1.046,1.023,1.046,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.25,"pcurve",1.023,1.023,1.023,0.823,0.677,0,0,0,0,0,0,0,0,4896
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"RE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"TF",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"PET",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"PET-PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","none","QRP = none",1,0.5,"pcurve",1,1,1,0.8,0.64,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"RE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"TF",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"PET",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"PET-PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0,"pcurve",1,1,1,0.8,0.64,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0.25,"fill",0,0,0,-0.2,0.04,0,0,0,0,0,0,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0.25,"RE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0.25,"TF",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0.25,"PEESE",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
60,"k = 100",0.2,"delta = 0.5","med","QRP = med",0,0.25,"PET",1,0,0,0.8,0.64,0,0,1,1,1,1,0,0,1008
